gene,mean_expression,log2_fold_change,p_value,adjusted_p_value,called
GENE1359,118.7937,-0.1873,0.736034,0.988859,False
GENE0344,610.2043,-0.0674,0.736488,0.988859,False
GENE1065,1175.5675,-0.1555,0.737395,0.988859,False
GENE1156,117.3724,0.0779,0.737556,0.988859,False
GENE0553,1158.0778,0.0746,0.737986,0.988859,False
GENE0266,204.5037,0.2270,0.738323,0.988859,False
GENE0936,43.8361,-0.3470,0.738559,0.988859,False
GENE0787,1615.0064,-0.1003,0.739419,0.988859,False
GENE1100,152.9782,0.1912,0.739451,0.988859,False
GENE0338,348.2105,-0.1566,0.739803,0.988859,False
GENE1584,46.2951,-0.3265,0.740526,0.988859,False
GENE1458,600.0455,0.1155,0.740802,0.988859,False
GENE0672,1342.9137,-0.1320,0.741173,0.988859,False
GENE0551,32.5510,-0.0882,0.741179,0.988859,False
GENE1591,34.3724,-0.1816,0.741426,0.988859,False
GENE1200,312.4181,0.1568,0.742545,0.988859,False
GENE0421,6.0884,0.2593,0.743172,0.988859,False
GENE1643,23.1011,-0.4791,0.743199,0.988859,False
GENE1138,421.5850,-0.1821,0.743305,0.988859,False
GENE0370,27.3005,0.5136,0.743445,0.988859,False
GENE1030,302.6963,-0.1599,0.743963,0.988859,False
GENE1333,196.6773,0.1781,0.744389,0.988859,False
GENE1343,304.5105,-0.2193,0.745439,0.988859,False
GENE1972,248.1477,0.1088,0.746407,0.988859,False
GENE0175,294.1086,0.1796,0.746657,0.988859,False
GENE0769,15.8813,-0.2438,0.748267,0.988859,False
GENE1155,82.5423,0.2430,0.748496,0.988859,False
GENE0431,2190.6376,-0.1406,0.748829,0.988859,False
GENE0030,480.4147,0.1830,0.748992,0.988859,False
GENE0196,1034.3517,-0.1584,0.749239,0.988859,False
GENE1826,23.0311,-0.4974,0.750571,0.988859,False
GENE1838,284.6310,0.2303,0.751085,0.988859,False
GENE1736,1415.2110,0.1678,0.751176,0.988859,False
GENE1919,108.9746,0.2043,0.75121,0.988859,False
GENE1699,36.3329,-0.2181,0.751363,0.988859,False
GENE0069,864.6067,-0.0918,0.751745,0.988859,False
GENE0751,704.7281,0.1254,0.751926,0.988859,False
GENE0561,8871.0265,-0.1334,0.752429,0.988859,False
GENE0596,547.2893,0.1144,0.754509,0.988859,False
GENE1531,588.4559,-0.2109,0.755106,0.988859,False
GENE0703,265.7333,0.1563,0.755157,0.988859,False
GENE1288,185.8189,-0.1087,0.755201,0.988859,False
GENE1695,8.6615,0.2425,0.755624,0.988859,False
GENE1725,57.4728,-0.2295,0.755638,0.988859,False
GENE0245,287.1630,0.1257,0.755903,0.988859,False
GENE0768,1362.8549,0.1269,0.756062,0.988859,False
GENE0847,1401.7285,-0.2044,0.756411,0.988859,False
GENE1998,655.2899,0.1548,0.756548,0.988859,False
GENE0347,170.5795,-0.1481,0.756567,0.988859,False
GENE1757,63.0584,-0.2245,0.757094,0.988859,False
GENE0023,480.8669,0.1701,0.757111,0.988859,False
GENE0750,882.8121,-0.1186,0.757344,0.988859,False
GENE0782,210.9305,0.1370,0.758257,0.988859,False
GENE1183,470.1469,-0.1542,0.759204,0.988859,False
GENE0465,29.1382,0.1331,0.759303,0.988859,False
GENE0623,64.8793,0.2748,0.759633,0.988859,False
GENE1809,176.2299,0.1441,0.760217,0.988859,False
GENE0509,1938.0622,0.0968,0.761012,0.988859,False
GENE1860,150.8942,-0.1762,0.761348,0.988859,False
GENE0928,451.7069,-0.1165,0.76139,0.988859,False
GENE1559,239.7463,0.2460,0.761512,0.988859,False
GENE1260,204.8310,-0.1145,0.762106,0.988859,False
GENE1784,621.4465,0.1271,0.762207,0.988859,False
GENE0035,1573.7700,0.0572,0.763315,0.988859,False
GENE1139,397.3256,0.0985,0.764078,0.988859,False
GENE1059,153.5550,-0.0541,0.764695,0.988859,False
GENE1878,21.3966,-0.1963,0.764721,0.988859,False
GENE1120,148.6982,0.1692,0.765165,0.988859,False
GENE0025,122.9934,0.1744,0.765241,0.988859,False
GENE0239,429.8306,0.2047,0.765242,0.988859,False
GENE0166,489.1286,0.0899,0.766012,0.988859,False
GENE1685,339.0786,0.0538,0.766514,0.988859,False
GENE0159,112.8301,0.1221,0.766866,0.988859,False
GENE0120,226.3467,0.2598,0.767211,0.988859,False
GENE1262,101.6923,-0.3131,0.76727,0.988859,False
GENE0725,58.2720,0.1609,0.768678,0.989634,False
GENE1611,313.9038,0.2110,0.769953,0.989634,False
GENE1201,124.3578,-0.1082,0.770816,0.989634,False
GENE1241,2790.3443,0.1445,0.771248,0.989634,False
GENE1716,48.5937,0.2964,0.771358,0.989634,False
GENE1946,187.8780,-0.1153,0.772059,0.989634,False
GENE1457,116.7089,0.2310,0.772086,0.989634,False
GENE0450,581.3675,-0.1370,0.774182,0.989634,False
GENE0359,994.7314,-0.1370,0.774583,0.989634,False
GENE1718,40.7125,0.2632,0.775239,0.989634,False
GENE1004,169.6031,0.2862,0.775387,0.989634,False
GENE1582,21.1494,-0.4054,0.775975,0.989634,False
GENE1152,41.9867,-0.2819,0.776151,0.989634,False
GENE1637,106.5361,-0.1095,0.776867,0.989634,False
GENE0312,55.4983,0.1383,0.777104,0.989634,False
GENE0821,171.1136,-0.1341,0.777508,0.989634,False
GENE1298,50.8611,-0.2884,0.777776,0.989634,False
GENE0600,815.6072,0.1897,0.778036,0.989634,False
GENE0343,6.0379,0.1852,0.778809,0.989634,False
GENE0974,189.7012,0.2592,0.778854,0.989634,False
GENE0471,5531.5969,-0.1634,0.778963,0.989634,False
GENE1967,489.4804,0.1907,0.783524,0.989634,False
GENE0655,121.9795,-0.3018,0.783694,0.989634,False
GENE0920,167.9063,0.1125,0.784829,0.989634,False
GENE1992,46.2546,0.1585,0.785261,0.989634,False
GENE1658,133.5944,-0.2006,0.786233,0.989634,False
GENE0294,120.8274,-0.0914,0.786862,0.989634,False
GENE1524,75.4886,0.1823,0.788065,0.989634,False
GENE1246,6.5210,-0.2492,0.78875,0.989634,False
GENE1411,52.0654,-0.2585,0.789278,0.989634,False
GENE1753,35.5767,0.1546,0.789516,0.989634,False
GENE1320,21.9464,0.2155,0.789995,0.989634,False
GENE1442,31.4334,-0.2288,0.790037,0.989634,False
GENE0217,12.8426,-0.2215,0.790236,0.989634,False
GENE0310,714.3354,-0.0844,0.790569,0.989634,False
GENE1865,39.2085,-0.3585,0.792508,0.989634,False
GENE1234,178.8019,-0.1565,0.792865,0.989634,False
GENE0931,25.7495,-0.2236,0.793714,0.989634,False
GENE0578,1900.2772,-0.2060,0.793748,0.989634,False
GENE1641,101.3851,-0.2242,0.794091,0.989634,False
GENE0426,1380.6045,-0.1587,0.794454,0.989634,False
GENE1702,144.7259,-0.1613,0.795514,0.989634,False
GENE1804,482.8363,0.1142,0.795644,0.989634,False
GENE0329,249.3599,0.1975,0.795653,0.989634,False
GENE1399,1183.7372,0.1194,0.795718,0.989634,False
GENE0652,296.2362,0.2021,0.795816,0.989634,False
GENE0991,35.5811,0.1407,0.796944,0.989634,False
GENE0204,84.9917,-0.1940,0.797515,0.989634,False
GENE0415,60.4993,-0.2391,0.798964,0.989634,False
GENE0026,1039.5157,0.1200,0.799165,0.989634,False
GENE0667,1604.6100,0.0796,0.799242,0.989634,False
GENE0301,271.8014,0.2262,0.799553,0.989634,False
GENE1265,340.7722,0.1760,0.799595,0.989634,False
GENE1087,45.1578,-0.2549,0.799602,0.989634,False
GENE0446,131.9373,0.1424,0.800725,0.989634,False
GENE0912,590.5694,-0.1128,0.802093,0.989634,False
GENE0244,227.6130,0.0869,0.802272,0.989634,False
GENE1959,2901.3425,-0.1002,0.802393,0.989634,False
GENE1706,19.4701,-0.3026,0.802569,0.989634,False
GENE1122,445.8346,0.1824,0.802868,0.989634,False
GENE1295,25.9070,0.1257,0.802889,0.989634,False
GENE1635,4692.8284,-0.1394,0.804495,0.989634,False
GENE1339,709.5196,0.1530,0.805254,0.989634,False
GENE1656,33.7925,-0.2435,0.805677,0.989634,False
GENE1110,70.5108,-0.1211,0.806593,0.989634,False
GENE0029,2037.9657,0.1509,0.807302,0.989634,False
GENE0419,169.7798,0.1438,0.807598,0.989634,False
GENE0445,1124.8521,-0.1447,0.808159,0.989634,False
GENE1345,67.5381,0.1494,0.808864,0.989634,False
GENE1172,390.4805,-0.2248,0.808997,0.989634,False
GENE1578,153.8911,-0.1733,0.809264,0.989634,False
GENE0820,63.8207,-0.1477,0.810753,0.989634,False
GENE0326,152.9787,0.1087,0.81241,0.989634,False
GENE1622,634.0411,-0.1199,0.814217,0.989634,False
GENE0128,162.7789,-0.1612,0.814522,0.989634,False
GENE1793,31.1593,-0.1091,0.814528,0.989634,False
GENE1766,145.3496,-0.1326,0.814586,0.989634,False
GENE0630,541.1714,0.1103,0.814998,0.989634,False
GENE0796,249.9526,0.2036,0.815059,0.989634,False
GENE0493,140.4403,-0.1161,0.815077,0.989634,False
GENE1277,34.5501,0.3338,0.81567,0.989634,False
GENE0806,240.0336,-0.1314,0.815738,0.989634,False
GENE1370,452.1082,0.0553,0.816407,0.989634,False
GENE0151,53.9071,-0.1527,0.818209,0.989634,False
GENE0496,150.4930,-0.2480,0.818306,0.989634,False
GENE0961,7.0777,-0.2922,0.81895,0.989634,False
GENE0754,106.9399,0.1615,0.819315,0.989634,False
GENE0729,1991.0001,0.1167,0.819696,0.989634,False
GENE0508,280.5515,-0.1991,0.820155,0.989634,False
GENE0749,148.6271,-0.1664,0.820876,0.989634,False
GENE0895,168.1763,0.0671,0.821105,0.989634,False
GENE0019,1055.9483,0.0661,0.822123,0.989634,False
GENE0351,43.6735,0.1638,0.822341,0.989634,False
GENE1701,1388.2914,0.0750,0.822411,0.989634,False
GENE0456,1068.0581,-0.1110,0.822634,0.989634,False
GENE1446,24.0576,-0.2389,0.82309,0.989634,False
GENE0167,1676.2556,-0.1340,0.823779,0.989634,False
GENE0489,77.5676,-0.0479,0.824238,0.989634,False
GENE0905,949.0821,-0.1501,0.824549,0.989634,False
GENE1535,17.6936,-0.1898,0.824665,0.989634,False
GENE1111,16.5338,0.1605,0.82549,0.989634,False
GENE0009,149.5618,-0.1197,0.826175,0.989634,False
GENE1877,107.8887,0.2043,0.826309,0.989634,False
GENE0416,107.9079,0.2458,0.826811,0.989634,False
GENE0298,202.4036,-0.1155,0.826873,0.989634,False
GENE1969,132.0723,-0.0879,0.826955,0.989634,False
GENE1771,1281.2350,-0.0488,0.827383,0.989634,False
GENE0534,15.2855,0.1843,0.828105,0.989634,False
GENE0205,3556.8136,0.0833,0.828224,0.989634,False
GENE1206,1022.1157,-0.0612,0.82866,0.989634,False
GENE1072,1435.4903,0.0589,0.829037,0.989634,False
GENE1489,43.9093,-0.2760,0.829595,0.989634,False
GENE0728,1270.1169,-0.0955,0.829736,0.989634,False
GENE0287,740.8354,0.1355,0.830025,0.989634,False
GENE0356,53.8287,-0.1849,0.830517,0.989634,False
GENE0071,619.2481,0.1122,0.830782,0.989634,False
GENE0158,3089.2107,-0.1664,0.831011,0.989634,False
GENE1218,32.6281,0.1085,0.831311,0.989634,False
GENE0780,14.3987,-0.2458,0.832202,0.989634,False
GENE0921,90.3202,-0.2333,0.83224,0.989634,False
GENE0712,7.8345,-0.2401,0.832297,0.989634,False
GENE0634,173.1794,-0.1456,0.832526,0.989634,False
GENE0570,143.1552,-0.2023,0.834,0.989634,False
GENE1932,147.6429,-0.1273,0.834049,0.989634,False
GENE1344,7.5976,-0.0950,0.834259,0.989634,False
GENE1709,73.2134,0.1095,0.835347,0.989634,False
GENE0010,92.7531,0.2117,0.835583,0.989634,False
GENE1832,227.6058,0.0870,0.837403,0.989634,False
GENE1014,158.8626,-0.1348,0.83766,0.989634,False
GENE0099,144.7157,-0.1403,0.83783,0.989634,False
GENE1534,4279.7241,0.1251,0.837989,0.989634,False
GENE1301,533.5874,0.1229,0.838631,0.989634,False
GENE1157,187.0957,0.1181,0.83869,0.989634,False
GENE1639,1998.4052,-0.0957,0.838727,0.989634,False
GENE1491,27.5962,-0.0877,0.839438,0.989634,False
GENE1330,363.0945,0.0622,0.839853,0.989634,False
GENE0257,391.6097,0.0355,0.840613,0.989634,False
GENE0100,555.6716,-0.0809,0.841167,0.989634,False
GENE0292,7.8841,-0.3743,0.841364,0.989634,False
GENE1101,1412.8770,-0.0760,0.841547,0.989634,False
GENE1427,1101.1895,0.1063,0.842165,0.989634,False
GENE0490,391.8364,-0.1000,0.843276,0.989634,False
GENE0371,248.2565,-0.0998,0.843795,0.989634,False
GENE1481,56.8588,0.1992,0.844159,0.989634,False
GENE0983,527.9675,0.1110,0.844498,0.989634,False
GENE0339,100.0205,0.1088,0.845489,0.989634,False
GENE1342,1105.6544,-0.1355,0.846077,0.989634,False
GENE0139,7.2487,0.1181,0.846257,0.989634,False
GENE0723,155.9446,-0.0317,0.846289,0.989634,False
GENE0423,97.8965,0.1405,0.846318,0.989634,False
GENE0888,629.2736,-0.0545,0.846368,0.989634,False
GENE0646,159.7317,0.1111,0.846518,0.989634,False
GENE1506,35.7153,0.1397,0.847259,0.989634,False
GENE1098,71.3038,0.0648,0.847446,0.989634,False
GENE0079,64.9138,0.0872,0.84757,0.989634,False
GENE1029,54.4931,0.1473,0.847666,0.989634,False
GENE1381,42.6973,-0.0873,0.849494,0.989634,False
GENE1934,324.1856,-0.1178,0.850041,0.989634,False
GENE1245,8.6369,-0.2090,0.850778,0.989634,False
GENE1976,57.4159,-0.1050,0.850809,0.989634,False
GENE0303,428.9202,-0.0987,0.851913,0.989634,False
GENE1988,7.5057,-0.1613,0.851927,0.989634,False
GENE1926,90.6011,-0.1000,0.85201,0.989634,False
GENE0827,110.5598,-0.0594,0.852974,0.989634,False
GENE0076,29.2122,-0.2326,0.853324,0.989634,False
GENE1814,47.9370,0.1629,0.855891,0.989634,False
GENE0594,190.3087,0.1507,0.856567,0.989634,False
GENE1273,68.2431,-0.0599,0.856952,0.989634,False
GENE0475,847.6490,0.1284,0.857648,0.989634,False
GENE1760,79.2909,0.1084,0.858597,0.989634,False
GENE1478,85.6875,0.2234,0.859642,0.989634,False
GENE1304,167.4757,-0.1012,0.861942,0.989634,False
GENE0791,216.9838,0.1375,0.863607,0.989634,False
GENE0601,293.3273,-0.1844,0.864259,0.989634,False
GENE0774,953.8497,0.0771,0.865613,0.989634,False
GENE1858,673.2989,-0.0402,0.866302,0.989634,False
GENE1354,9.0557,0.1913,0.867146,0.989634,False
GENE1326,680.0456,-0.1128,0.867905,0.989634,False
GENE1608,147.3464,-0.1309,0.869696,0.989634,False
GENE1180,345.8934,-0.0926,0.87012,0.989634,False
GENE1315,63.7488,0.1754,0.870378,0.989634,False
GENE1398,794.2761,-0.0561,0.87042,0.989634,False
GENE0439,3531.1054,-0.0567,0.870785,0.989634,False
GENE0708,128.6534,-0.0707,0.870849,0.989634,False
GENE1721,1975.3046,-0.0488,0.871111,0.989634,False
GENE1827,380.3969,-0.0749,0.87135,0.989634,False
GENE0087,31.9786,-0.1328,0.871401,0.989634,False
GENE0068,160.8453,0.1743,0.871503,0.989634,False
GENE0846,109.5656,0.0606,0.873348,0.989634,False
GENE0137,440.0159,-0.1072,0.873393,0.989634,False
GENE1167,161.7714,0.1414,0.873736,0.989634,False
GENE1802,6.3450,-0.2241,0.87406,0.989634,False
GENE1406,1030.6703,-0.0474,0.874457,0.989634,False
GENE1910,23.3940,0.1240,0.874719,0.989634,False
GENE1396,223.1963,-0.0979,0.874983,0.989634,False
GENE1520,498.7614,0.0569,0.875358,0.989634,False
GENE0929,280.1885,0.0340,0.87564,0.989634,False
GENE0252,62.1766,0.1141,0.876153,0.989634,False
GENE1385,217.6374,-0.0668,0.876166,0.989634,False
GENE1390,1350.4699,0.0898,0.876301,0.989634,False
GENE0545,481.5210,-0.0644,0.876389,0.989634,False
GENE1579,465.9095,0.0827,0.876447,0.989634,False
GENE1011,391.6919,0.1465,0.877071,0.989634,False
GENE1890,209.2334,-0.0808,0.877853,0.989634,False
GENE0742,235.1832,-0.0371,0.878045,0.989634,False
GENE0459,319.4735,0.1167,0.878167,0.989634,False
GENE0539,295.2963,0.0654,0.878816,0.989634,False
GENE1286,453.4403,0.1355,0.879174,0.989634,False
GENE1022,44.5744,0.1515,0.879372,0.989634,False
GENE0341,556.3522,0.0524,0.879573,0.989634,False
GENE1230,268.7373,0.0614,0.879647,0.989634,False
GENE0990,160.0318,-0.0752,0.879908,0.989634,False
GENE1057,12.4929,0.0370,0.879939,0.989634,False
GENE1282,192.7153,0.1025,0.879967,0.989634,False
GENE1238,24.4842,-0.1033,0.880429,0.989634,False
GENE1515,431.2852,0.1354,0.88095,0.989634,False
GENE1461,44.9273,-0.1051,0.881237,0.989634,False
GENE0286,43.8896,-0.0971,0.882388,0.989634,False
GENE1544,313.0042,0.0784,0.882722,0.989634,False
GENE1817,5177.6607,-0.0526,0.882854,0.989634,False
GENE1484,970.9529,0.0946,0.882959,0.989634,False
GENE1340,68.8138,-0.1300,0.883211,0.989634,False
GENE0813,38.5910,0.1257,0.883401,0.989634,False
GENE1627,1488.2404,0.0732,0.883932,0.989634,False
GENE0804,2864.9800,-0.0481,0.884883,0.989634,False
GENE1764,8.6265,0.0905,0.886353,0.989634,False
GENE1837,65.0471,-0.0972,0.886788,0.989634,False
GENE1632,310.5363,-0.0515,0.887422,0.989634,False
GENE0865,383.9766,0.0642,0.889022,0.989634,False
GENE0908,559.1760,0.0863,0.890486,0.989634,False
GENE0032,179.7342,-0.0687,0.890665,0.989634,False
GENE1159,16.2866,0.1052,0.891077,0.989634,False
GENE1513,539.1611,0.1034,0.891115,0.989634,False
GENE1452,816.4287,-0.0872,0.89149,0.989634,False
GENE1908,82.2464,0.1001,0.891817,0.989634,False
GENE1018,329.5622,0.1002,0.892867,0.989634,False
GENE1403,60.5243,0.0820,0.893336,0.989634,False
GENE1727,219.6795,0.0452,0.895088,0.989634,False
GENE1364,283.9188,0.0542,0.895897,0.989634,False
GENE1647,3077.0367,0.0646,0.896092,0.989634,False
GENE1116,240.6640,-0.0894,0.897663,0.989634,False
GENE0247,61.9319,-0.0542,0.898049,0.989634,False
GENE0564,1489.0721,-0.0450,0.89808,0.989634,False
GENE1770,435.6154,0.0606,0.898881,0.989634,False
GENE0273,161.8896,-0.0870,0.898978,0.989634,False
GENE0617,33.1422,0.1312,0.899289,0.989634,False
GENE1318,1131.4910,-0.0270,0.899445,0.989634,False
GENE1570,81.4965,-0.1187,0.900705,0.989634,False
GENE0776,39.9991,-0.1469,0.901573,0.989634,False
GENE0946,1141.6648,-0.0684,0.903371,0.989634,False
GENE0295,51.4052,-0.0607,0.903508,0.989634,False
GENE1786,473.4704,-0.0411,0.903717,0.989634,False
GENE0160,1383.3111,0.0512,0.904456,0.989634,False
GENE1968,104.5918,0.0888,0.90501,0.989634,False
GENE1130,9.1364,-0.1050,0.905424,0.989634,False
GENE0839,138.2306,0.0520,0.905598,0.989634,False
GENE0001,242.7737,0.0721,0.905839,0.989634,False
GENE0200,43.2997,-0.1041,0.906255,0.989634,False
GENE1636,730.4069,0.0368,0.907357,0.989634,False
GENE0122,887.7767,0.0459,0.907483,0.989634,False
GENE1545,558.8159,0.0468,0.907582,0.989634,False
GENE0389,452.1890,0.0278,0.908053,0.989634,False
GENE1741,2418.0548,0.0376,0.90811,0.989634,False
GENE0283,658.1544,0.0257,0.908745,0.989634,False
GENE1936,502.2213,0.0727,0.908787,0.989634,False
GENE0494,83.9268,-0.0413,0.909825,0.989634,False
GENE0898,1885.3651,-0.0567,0.910158,0.989634,False
GENE1319,308.6860,0.0823,0.910461,0.989634,False
GENE1092,290.6943,0.0443,0.911323,0.989634,False
GENE1516,508.2445,0.0877,0.912438,0.989634,False
GENE1841,300.9274,-0.0418,0.912528,0.989634,False
GENE0366,97.6376,-0.0698,0.912826,0.989634,False
GENE1325,1407.1472,0.0596,0.91357,0.989634,False
GENE0080,106.4622,0.1018,0.915242,0.989634,False
GENE0511,87.3272,-0.0907,0.915325,0.989634,False
GENE1623,302.2559,-0.0743,0.91551,0.989634,False
GENE0711,77.2416,0.0560,0.915718,0.989634,False
GENE0003,36.8909,0.0887,0.91574,0.989634,False
GENE1389,49.4049,-0.1170,0.915923,0.989634,False
GENE0325,1426.4232,-0.0389,0.916185,0.989634,False
GENE1487,306.5988,-0.0664,0.91622,0.989634,False
GENE1742,502.8404,-0.0640,0.916764,0.989634,False
GENE1834,764.0693,0.0711,0.916768,0.989634,False
GENE0727,1879.1136,0.0342,0.917108,0.989634,False
GENE1225,100.9693,-0.0502,0.917156,0.989634,False
GENE1836,100.6740,-0.1113,0.917804,0.989634,False
GENE1588,18.6765,-0.0760,0.91869,0.989634,False
GENE1174,186.3018,0.0836,0.918783,0.989634,False
GENE1023,12.0458,-0.0795,0.919701,0.989634,False
GENE1347,27.2698,-0.1338,0.919999,0.989634,False
GENE0604,54.4719,-0.1331,0.92035,0.989634,False
GENE0081,51.6978,-0.0628,0.920812,0.989634,False
GENE1912,103.1113,-0.0262,0.923014,0.989634,False
GENE1732,40.9733,0.0922,0.924101,0.989634,False
GENE0372,1096.3036,0.0559,0.9246,0.989634,False
GENE0306,1683.6120,0.0387,0.924642,0.989634,False
GENE1537,190.7561,0.0476,0.925535,0.989634,False
GENE1550,1709.7564,-0.0382,0.925551,0.989634,False
GENE1519,456.8142,-0.0511,0.925621,0.989634,False
GENE1296,527.9189,-0.0704,0.92583,0.989634,False
GENE0053,52.3891,0.0559,0.926361,0.989634,False
GENE0253,207.7778,0.0571,0.92637,0.989634,False
GENE0624,132.9973,0.0970,0.926422,0.989634,False
GENE0005,18.1437,0.0931,0.926442,0.989634,False
GENE0039,73.1110,-0.1233,0.926712,0.989634,False
GENE1618,198.0297,-0.0347,0.927034,0.989634,False
GENE1676,148.3308,-0.0567,0.927287,0.989634,False
GENE0747,102.9261,-0.0626,0.927472,0.989634,False
GENE1291,24.3649,0.1120,0.927686,0.989634,False
GENE0657,6321.1521,-0.0327,0.927911,0.989634,False
GENE1266,486.3984,-0.0496,0.927932,0.989634,False
GENE1862,23.4512,0.0863,0.928158,0.989634,False
GENE0859,140.0719,0.0828,0.928723,0.989634,False
GENE1401,117.6537,0.0591,0.928967,0.989634,False
GENE1336,96.3105,0.0425,0.929832,0.989634,False
GENE0627,10.4742,0.0786,0.930157,0.989634,False
GENE0575,851.7017,-0.0292,0.931936,0.989634,False
GENE1950,197.1230,0.0524,0.932633,0.989634,False
GENE1852,289.2483,-0.0717,0.932881,0.989634,False
GENE0261,1693.4621,-0.0701,0.933608,0.989634,False
GENE0232,277.4894,-0.0385,0.933694,0.989634,False
GENE1997,126.4150,-0.0501,0.935178,0.989634,False
GENE0395,2333.5346,0.0599,0.936275,0.989634,False
GENE0082,8.1451,-0.0612,0.937375,0.989634,False
GENE0935,255.2996,-0.0427,0.937429,0.989634,False
GENE1021,39.3625,0.0463,0.937825,0.989634,False
GENE1334,132.9732,0.0533,0.938332,0.989634,False
GENE1638,451.1863,0.0294,0.93887,0.989634,False
GENE0798,1897.3268,0.0114,0.939591,0.989634,False
GENE0146,225.5852,0.0370,0.939644,0.989634,False
GENE0223,53.4915,0.0737,0.93973,0.989634,False
GENE1144,886.9985,0.0173,0.939942,0.989634,False
GENE0510,496.5445,0.0416,0.939961,0.989634,False
GENE0927,823.9514,0.0454,0.940347,0.989634,False
GENE1590,1350.4443,-0.0232,0.94196,0.989634,False
GENE0801,150.7758,-0.0386,0.942034,0.989634,False
GENE1698,2534.8902,0.0429,0.942043,0.989634,False
GENE0403,62.7112,-0.0881,0.942115,0.989634,False
GENE1377,141.9655,0.0800,0.942161,0.989634,False
GENE0942,695.9109,-0.0489,0.942162,0.989634,False
GENE0951,59.4945,0.0589,0.942893,0.989634,False
GENE0715,127.1544,-0.0418,0.943006,0.989634,False
GENE0109,8.8344,-0.0757,0.943342,0.989634,False
GENE0873,145.2935,0.0301,0.944081,0.989634,False
GENE1585,44.9730,0.0874,0.944096,0.989634,False
GENE0233,5430.7747,-0.0273,0.945764,0.989634,False
GENE0693,92.2551,-0.0214,0.946748,0.989634,False
GENE0640,322.1156,0.0138,0.947575,0.989634,False
GENE0299,82.6016,0.0620,0.948067,0.989634,False
GENE1679,271.6619,-0.0264,0.948083,0.989634,False
GENE0659,1497.6713,-0.0243,0.949102,0.989634,False
GENE1000,10.5668,-0.1110,0.949134,0.989634,False
GENE0103,99.8407,-0.0515,0.949548,0.989634,False
GENE1668,6.4770,0.1036,0.949719,0.989634,False
GENE0516,22.9667,0.0447,0.949919,0.989634,False
GENE1363,175.5347,-0.0381,0.950061,0.989634,False
GENE1813,727.6539,-0.0099,0.9503,0.989634,False
GENE0879,532.4907,-0.0457,0.950501,0.989634,False
GENE1749,160.5920,0.0497,0.950873,0.989634,False
GENE1775,864.4493,0.0241,0.951972,0.989634,False
GENE1188,16.8278,0.0473,0.952489,0.989634,False
GENE0256,205.8725,0.0177,0.953263,0.989634,False
GENE1730,39.3521,0.0287,0.953786,0.989634,False
GENE1494,41.6075,-0.0242,0.954008,0.989634,False
GENE1666,543.0554,-0.0270,0.95445,0.989634,False
GENE1114,1059.0875,0.0152,0.954906,0.989634,False
GENE1560,9.0664,0.0402,0.95624,0.989634,False
GENE1526,3835.1869,0.0213,0.956532,0.989634,False
GENE1873,133.7743,-0.0343,0.95742,0.989634,False
GENE0226,150.5835,0.0191,0.957649,0.989634,False
GENE0399,756.5985,0.0289,0.958771,0.989634,False
GENE0094,1241.0481,-0.0212,0.958774,0.989634,False
GENE0802,493.7451,-0.0265,0.95894,0.989634,False
GENE0609,120.8866,0.0222,0.959141,0.989634,False
GENE1633,91.6659,0.0246,0.959547,0.989634,False
GENE1613,144.6437,0.0370,0.960342,0.989634,False
GENE1556,12.2569,0.0679,0.961627,0.989634,False
GENE1561,10.0197,-0.0622,0.961752,0.989634,False
GENE1761,48.3275,-0.0355,0.962922,0.989634,False
GENE1693,177.2030,0.0244,0.962991,0.989634,False
GENE1989,500.2947,0.0313,0.963007,0.989634,False
GENE0599,177.0506,0.0140,0.964244,0.989634,False
GENE0337,57.7940,0.0289,0.964394,0.989634,False
GENE1440,407.1394,0.0145,0.96453,0.989634,False
GENE0150,157.4723,0.0341,0.964628,0.989634,False
GENE1778,468.5815,-0.0264,0.964819,0.989634,False
GENE0828,42.9341,0.0357,0.965316,0.989634,False
GENE1417,753.6191,0.0267,0.965364,0.989634,False
GENE0110,1774.3872,-0.0275,0.965534,0.989634,False
GENE0225,234.1655,0.0116,0.966061,0.989634,False
GENE0840,118.8765,-0.0320,0.96696,0.989634,False
GENE0947,388.4014,0.0211,0.966975,0.989634,False
GENE1974,483.9860,0.0181,0.967403,0.989634,False
GENE1198,879.5915,0.0234,0.967419,0.989634,False
GENE0050,725.0729,0.0098,0.967691,0.989634,False
GENE1651,259.8396,-0.0176,0.968376,0.989634,False
GENE1696,36.6090,-0.0317,0.968756,0.989634,False
GENE1316,111.7840,-0.0335,0.968827,0.989634,False
GENE0683,29.3432,0.0211,0.969285,0.989634,False
GENE1801,29.6972,0.0393,0.970846,0.989634,False
GENE1270,110.2878,-0.0187,0.971055,0.989634,False
GENE1129,762.6348,0.0207,0.972051,0.989634,False
GENE1361,14.9343,0.0115,0.972712,0.989634,False
GENE1490,541.7589,-0.0220,0.973276,0.989634,False
GENE0682,612.1994,-0.0134,0.973662,0.989634,False
GENE0909,451.9338,0.0177,0.973676,0.989634,False
GENE1437,90.5675,-0.0213,0.974618,0.989634,False
GENE0581,3114.8336,-0.0156,0.975779,0.989634,False
GENE0037,69.7656,-0.0169,0.976029,0.989634,False
GENE1293,47.7301,0.0252,0.976164,0.989634,False
GENE1518,150.8960,-0.0051,0.976384,0.989634,False
GENE1927,98.3020,0.0216,0.977079,0.989634,False
